Longitude,Latitude,Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type (if any),Material,Taxa dated,Status ,Human,Age,Error,Corrected/Raw,Normalized 14C age,Normalized age error,Delta 13C,Delta 13C source,Raw/Measured Age,� Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Easting,Northing,UTM,Datum,Zone,Region,northing, easting, zone,,
-97.93,29.89,Spring Lake site,41HY160,UT-5059,"Feature 1 XU5, Unit 5, Depth 30 cm, Adjusted depth 30",,Charcoal,,1A,No,480,60,Corrected,480,60,,,,,AMS,,"Haefner, J. 2011. Subsistence, technology, and site use through time at 41HY160, the Tee box six locale. Master's thesis at Texas State University-San Marcos.",Haefner 2011,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.97,29.87,Zapotec,41HY163,UGAMS-4424,"Unit 11, Level 1",,bone ,Bison bison,1A,No,480,25,Corrected,480,25,,,,,AMS,"Field number: 74-129, long bone sampled, indeterminate, bone collagen","2011 Lohse Jon. Prehistoric life, labor, and residence southeast central Texas (41HY163)Archaeological Studies Report 18. Center for Archaeological Studies Texas State University-San Marcos",Lohse 2011,599753,3304750,14,NAD 83,Inland,CTx,3304750,599753,14,,
-99.78,30.48,Flatrock Road ,41KM69,UGA-13590,"Area 2, TU 8, Feature 2, 34cmbs",Hearth,Charcoal,,1A,No,480,40,Corrected,480,40,-25.76,measured,490,40,AMS,Sample ID: 41KM69-402-2,"Thompson, Jennifer L. at al, 2012. Archeological Testing and Data Recovery at the Flatrock Road Site, 41KM69, Kimble County, Texas. Center for Archaeological Research, The University of Texas at San Antonio. Archaeological Report, No. 419. ",Thompson 2012.pdf,425417,3371981,14,NAD 83,Inland,CTx,3371981,425417,14,,
-97.42,30.7,Bigon-Kubala,41WM258,UGA-2477,,,,,1A,No,480,70,Corrected,480,70,,,,,,,"Ricklis, Robert A. et al, 1994; Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley Hay County, Texas, Archeological Components Vol/ 1; Studies in Archeology 19. ",Ricklis 1994.pdf,651149,3397559,14,NAD 83,Inland,CTx,3397559,651149,14,,
-97.31,30.28, ,41BP485,Beta-183897,70-80 cmbs, ,Charcoal, ,1A,No,490,40,Corrected,490,40,-27.3,Measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Lohse and Bousman�2006", ,662196,3351213,14,NAD 83,Inland,TCP,3351213,662196,14,,
-94.94,29.22, ,41GV66,D-AMS 030204,Burial F 235A, ,Bone Collagen,Homo sp,1B,Yes,490,25,Corrected,490,25,0, ,0,0,AMS, ,Mauldin Database, ,311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-97.67,31.35,,41CV1505,BETA-73351,"Unit #5, Depth 4-8cm",,CHARCOAL,LIVE OAK,1A,No,490,60,Corrected,490,60,-26.9,measured,520,60,AMS,,Fort Hood Database,,626746,3469249,14,NAD 83,Inland,CTx,3469249,626746,14,,
-97.72,30.18,Smith Rockshelter,41TV42,TX-508,,Rockshelter,,,1A,No,490,80,Corrected,490,80,,,,,Radiometric,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,622957,3339947,14,NAD 83,Inland,CTx,3339947,622957,14,,
-99.99,28.81, ,41ZV82,TX-1527,Northern portion of the Rio Grande Plain, ,Charcoal, ,1A,No,500,70,Corrected,500,70,0, ,0,0,Radiometic,Found in back of unrelated survey,"Day, Laurens-Day, and Prewitt 1981. Cultural Resources Surveys and Assesments in Portions of Hildalgo and Willacy Counties, Texas.",Day 1981.pdf,402921,3187558,14,NAD 83,Inland,TCP,3187558,402921,14,,
-97.75,30.39,Millican Bench,41TV163,TX-1511,"Level 2, Unit S175/E155",,,,1A,No,500,80,Raw,,,,,500,80,,,"Mauldin, R., Tomka, S., Shafer, H. (2004). Millican Bench (41TV163) A multicomponent site in Travis County, Texas. Texas Department of Transportation Archaeological report No. 66",Mauldin 2004,619957,3362487,14,NAD 83,Inland,CTx,3362487,619957,14,,
-99.84,29.57,Heard Schoolhouse,41UV86,CAMS-8973,"N14/W0, level 4", ,Charcoal,Pecan nut,1A,No,500,60,Corrected,500,60,0, ,0,0,AMS, ,"Kelly Pertulla database, CARD.  Black et al 1997 (Hot Rock Cooking)", ,418430,3271087,14,NAD 83,Inland,CTx,3271087,418430,14,,
-97.57,30.53,Shepherd Site,41WM1010,Beta 176584,"Block D3, first paleosol, south wall, 180 cmbd",,,,1A,No,500,40,Corrected,500,40,-26.7,measured,530,40,,Material dated not specified,"Dixon, Boyd and Robert Rogers, 2006; ""Prehistoric Encampments at the Shepherd Site: Testing and Data Recovery at 41WM1010 Williamson County, Texas."" PBS&J.�",Dixon 2006.pdf,636728,3377886,14,NAD 83,Inland,CTx,3377886,636728,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 035578,"Burial 59, Group 4", ,Bone Collagen,Homo sp,1B,Yes,504,25,Corrected,504,25,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-99.99,30.5,Buckhollow,41KM16,Beta-30203,"Feature 3, Hearth",Hearth,Charcoal,,1A,No,506,60,Corrected,506,60,-26.5,measured,530,60,Radiometric,,CARD March 2020 Database,,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-94.85,30.22,Luce Bayou,41LB42,D-AMS 016406,"XU17, Sub-unit S, Level 6, featue 14",Hearth pit,Hardwood charcoal, ,1A,No,507,21,Corrected,507,21,-28.2,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Excavations at the Luce Bayou Site (41LB42) A Mossy Grove Ridgeline Site in the Lower Trinity River Valley, Southeastern Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 658.","Costa, 2018, 41LB42 (Full Report).pdf",322410,3344284,15,NAD 83,Riverine,TCP,3344284,322410,15,,
-94.85,30.22,Luce Bayou,41LB42,D-AMS 016408,"XU17, Sub-unit U, Level 4", ,Hickory nutshell, ,1A,No,508,33,Corrected,508,33,-35.1,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Excavations at the Luce Bayou Site (41LB42) A Mossy Grove Ridgeline Site in the Lower Trinity River Valley, Southeastern Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 658.","Costa, 2018, 41LB42 (Full Report).pdf",322410,3344284,15,NAD 83,Riverine,TCP,3344284,322410,15,,
-96.5,29.03,Chytka,41JK66,Tx-2757,N12-13/E14-15, ,Burned bone, ,1A,No,510,100,Raw,0,0,0, ,510,100,Radiometric,"Corrected dates given in BC/AD as ""Arizona Correction"" 1420 AD","Sjoberg, Alf et. al., 1981, Phase III: Prehistoric Archeological Research Within Palmetto Bend Reservoir, Jackson County, Texas, Research Report No. 82, Palmetto Bend Reservoir Series/Volume 6, Texas Archeological Survery. The University of Texas at Aust",Sjoberg1981,743853,3213721,14,NAD 83,Riverine,TCP,3213721,743853,14,,
-99.45,27.34,Becerra Creek,41WB556,Beta-149852,Feature 20, ,Charred material, ,1A,No,510,80,Corrected,510,80,-26.8,Measured,510,80,Radiometric,Sample 405,"Mahoney et al. 2002. Archeological Data Recovery Excavations along Becerra Creek (41WB556), Webb County, Texas",Mahoney 2002.pdf,455708,3024554,14,NAD 83,Inland,TCP,3024554,455708,14,,
-98.57,29.63,,41BX36,RL-817,Unit 5 (10-20cm),,charcoal,,1A,No,510,120,Corrected,510,120,0,,420,,,,,,541728,3278192,14,NAD 83,Inland,CTx,3278192,541728,14,,
-97.91,31.22,,41CV174,BETA-70659,"Unit #4, Feature #4, Depth 60-70cm",BR BASIN-SHAPED    ,CHARCOAL/SOIL,,1A,No,510,50,Corrected,510,50,-25.4,measured,,,,,Fort Hood Database,,604216,3455015,14,NAD 83,Inland,CTx,3455015,604216,14,,
-97.97,29.87,Zapotec,41HY163,UGAMS-4430,"Level 1, Elevation 109.11-109, Northing 1006, Easting 996",,bone ,Bison bison,1A,No,510,25,Corrected,510,25,,,,,AMS,"Field number 1043-221, long bone shaft sampled, bone collagen","2011 Lohse Jon. Prehistoric life, labor, and residence southeast central Texas (41HY163)Archaeological Studies Report 18. Center for Archaeological Studies Texas State University-San Marcos",Lohse 2011,599753,3304750,14,NAD 83,Inland,CTx,3304750,599753,14,,
-99.31,30.68,Honey Creek,41MS32,CAMS-7463,Level 4,,Seeds,"Indian cherry seed, charred",1A,No,510,50,Corrected,510,50,-24.2,measured,510,50,AMS,,,,470601,3394209,14,NAD 83,Inland,CTx,3394209,470601,14,,
-99.84,29.57,Heard Schoolhouse Site,41UV86,CAMS-8965, , ,Charcoal,Charred seed,1A,No,510,60,Corrected,510,60,-25,estimated,510,60,AMS, ,Robert Kelly Database- Could not find original source., ,418430,3271087,14,NAD 83,Inland,CTx,3271087,418430,14,,
-98.62,29.28,Coleman Cemetary,41BX568,D-AMS-1206-056,Burial 13B,,bone collagen,,1B,Yes,511,29,Corrected,511,29,-15.8,,584,,,,,,536450,3239569,14,NAD 83,Inland,CTx,3239569,536450,14,,
-95.63,29.79,Park Row- South,41HR184,UCIAMS-156936,"XU 5, SU I, 100-110 cmbd, Chute fill", ,Charcoal, ,1A,No,515,15,Corrected,515,15,0, ,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Testing and Data Recovery Excavations at Site 41HR184 for Park Row Boulevard, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 630.","Costa, 2018, 41HR184 (Full Report).pdf",246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,PSU 6484,"41HR184, TX. U5 SubI L11 100-110 cmbd Lot 992", ,Charcoal, ,1A,No,515,15,Corrected,515,15,0, ,0,0, ,C13  value recorded as -62.2,"Costa Database, 2018", ,246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-98.12,27.88,Clemente and Herminia Hinojosa Site,41JW8,TX-4654,Feature 8, ,Charcoal,Wood Charcoal,1A,No,515,60,Corrected,515,60,0, ,500,60, , ,Wesnousky 1994, Evaluation of the Geologic Relations and Seismotectonic Stability of the Yucca Mountain Area Nevada Nuclear Waste Site Investigation (NNWSI),Wesnousky 1994.pdf,586704,3084625,14,NAD 83,Inland,TCP,3084625,586704,14,
-97.1,28.89, ,41VT141,UCIAMS-129247, , ,Bone,bison,1A,No,515,15,Corrected,515,15,-7.8,measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Lohse, J.C., et al. 2014, A precise chronology of middle o late holocene bison exploitation in the far southern Great Plains, J. Texas Archaeology and History 1.", ,685190,3197520,14,NAD 83,Riverine,TCP,3197520,685190,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-106463,"Unit 3, Level 5",,bone ,Bison bison,1A,No,515,15,Corrected,515,15,-11.51,measured,,,AMS, ?15N 6.72,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-94.94,29.22, ,41GV66,D-AMS 030224,Burial Fea 30, ,Bone Collagen,Homo sp,1B,Yes,518,23,Corrected,518,23,0, ,0,0,AMS, ,Mauldin Database, ,311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-94.94,29.22,Mitchell Site,41GV66,Beta-58745,Feature 86, ,Bone,Human,1B,Yes,520,70,Corrected,520,70,0, ,0,70, , ,"Ricklis, Robert A.; 1994; Aboriginal Life and Culture on the Upper Texas Coast: Archaeology at the Mitchell Ridge Site, 41GV66, Galveston Island; Coastal Archaeological Research, Inc., Corpus Christi, Texas","Ricklis, 1994.pdf",311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-98.12,27.88,Clemente and Herminia Hinojosa Site,41JW8,TX-4652, , , , ,1A,No,520,90,Corrected,520,90,0, ,0,0, ,material dated?,"Black, 1986; The Clement and Herminia Site, 41JW8: Atoyah Horizon Campsite in Southern Texas",Black 1985.pdf,586704,3084625,14,NAD 83,Inland,TCP,3084625,586704,14,,
-101.72,30.74,,41CX125,Tx-2794,Area C,Hearth,Charcoal,,1A,No,520,50,Corrected,520,50,,,,,,,"Luke, Clive J., 1983. Continuing Archaeology on Interstate Highway 10: The Musk Hog Canyon Project, Crockett County, Texas. State Department of Highways and Public Transportation, Report No. 24.",Luke 1983,239219,3403551,14,NAD 83,Inland,CTx,3403551,239219,14,,
-101.8,30.71,,41CX216,Tx-2779,Area D,Midden,,,1A,No,520,50,Corrected,520,50,,,,,,,"Luke, Clive J., 1983. Continuing Archaeology on Interstate Highway 10: The Musk Hog Canyon Project, Crockett County, Texas. State Department of Highways and Public Transportation, Report No. 24.",Luke 1983,232234,3401264,14,NAD 83,Inland,CTx,3401264,232234,14,,
-97.97,29.87,Zapotec,41HY163,UGAMS-4427,"Unit 62, Level 1",,bone ,Bison bison,1A,No,520,25,Corrected,520,25,,,,,AMS,"Field number: 513-854, long bone shaft, bone collagen","2011 Lohse Jon. Prehistoric life, labor, and residence southeast central Texas (41HY163)Archaeological Studies Report 18. Center for Archaeological Studies Texas State University-San Marcos",Lohse 2011,599753,3304750,14,NAD 83,Inland,CTx,3304750,599753,14,,
-97.93,29.89,,41HY165,UCIAMS-81003,"Unit 2, Level 3",,Premolar,Bison bison,1A,No,520,15,Corrected,520,15,-9,measured,,,AMS,"Field number 165-93-2, Left Premolar 4 unworn, ?15N 5.3","Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-97.61,30.19,The Toyah Bluff Site,41TV441,Beta-131111,"TU 22, Lv. 4. Assoc. Feature 2",,Charred materials,,1A,No,520,60,Corrected,520,60,-24.1,measured,500,60,AMS, Sample TB97,"Karbula, J. Feit, R., and Griffith, T. (2001). Changing Perspectives on the Toyah: Data Recovery Investigations of 41TV441, The Toyah Bluff Site Travis County, Texas. Hicks and Company Archeology Series No. 94",Karbula 2001,633401,3340696,14,NAD 83,Inland,CTx,3340696,633401,14,,
-98.56,29.69,,41BX1029,Beta-216501,"Unit 13, (20-30), Feature 9",,charred material,,1A,No,524,40,Corrected,524,40,-26.6,,550,,,,,,542411,3284980,14,NAD 83,Inland,CTx,3284980,542411,14,,
-98.12,27.88,Clemente and Herminia Hinojosa Site,41JW8,UGa-4511, , , , ,1A,No,525,65,Corrected,525,65,0, ,0,0, ,material dated?,"Black, 1986; The Clement and Herminia Site, 41JW8: Atoyah Horizon Campsite in Southern Texas",Black 1985.pdf,586704,3084625,14,NAD 83,Inland,TCP,3084625,586704,14,,
-94.94,29.22, ,41GV66,D-AMS 030215,Burial F 92-1b, ,Bone Collagen,Homo sp,1B,Yes,530,28,Corrected,530,28,0, ,0,0,AMS, ,Mauldin Database, ,311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-97.15,30.46, ,41LE177,Beta-139276,"Feature 1, Area 1",Hearth,organic residue from burned sandstone, ,1A,No,530,40,Corrected,530,40,-21.4,measured,470,40,AMS,site-specific dating of archaeological materials and of geomorphic sediments are based largely upon optically stimulated luminescence (OSL) of quartz sand rather than upon radiocarbon assays.,"2001, Ricklis,R. National Register Eligibility Testing at 41LE177, Alcoa Sandow Mine, Lee County, Texas: Archaeological, Geoarchaeological, and Paleoenvironmental Assessment of an Upland Sandy Mantle Site. Coastal Archaeological Research, Inc.",Ricklis 2001,677714,3371014,14,NAD 83,Inland,TCP,3371014,677714,14,,
-96.16,30.33,Washington on the Brazos site,41WT5,GX-15416,Unit 4, ,Wood, ,1A,No,530,70,Corrected,530,70,-23.7,measured,0,0, ,log from floodplain facies,"1995, Water, M.R., Nordt, L.C. Late Quaternary Floodplain History of the Brazos River in East-Central Texas. Quaternary Research. 43:311-319.","Waters, 1995",773384,3358347,14,NAD 83,Riverine,TCP,3358347,773384,14,,
-98.5,29.56,Panther Springs Creek,41BX228,TX-2810,N100 W99 10-20cmbs,,charred material,,1A,No,530,140,Corrected,530,140,0,,480,,,,,,547984,3270358,14,NAD 83,Inland,CTx,3270358,547984,14,,
-97.82,31.26,,41CV1023,BETA-167180,"Unit #8, Feature #7, Depth 31cm",SOIL STAIN,CHARCOAL,,1A,No,530,40,Corrected,530,40,-24.9,measured,,,AMS,,Fort Hood Database,,612645,3459002,14,NAD 83,Inland,CTx,3459002,612645,14,,
-99.9,30.34,Little Paint Site,41KM226,Beta-234352,99.65m ,,Charcoal,,1A,No,530,40,Corrected,530,40,-24.9,measured,530,40,AMS,Sample: 41KM226-133-C6,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,413235,3357345,14,NAD 83,Inland,CTx,3357345,413235,14,,
-99.9,30.34,Little Paint Site,41KM226,Beta-234358,"Feature 6, 99.57m",Oven,Charcoal,,1A,No,530,40,Corrected,530,40,-24.1,measured,520,40,AMS,Sample: 41KM226-212-C20,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,413235,3357345,14,NAD 83,Inland,CTx,3357345,413235,14,,
-99.31,30.68,Honey Creek,41MS32,Beta-75236,Feature 13,,Charcoal,cf. willow,1A,No,530,60,Corrected,530,60,,,,,AMS,,,,470601,3394209,14,NAD 83,Inland,CTx,3394209,470601,14,,
-97.93,29.89,,41HY165,UCIAMS-80131,"Unit 7, Level 2, Quad NW, Depth 5-15 cm",,bone ,Bison bison,1A,No,535,20,Corrected,535,20,-9.8,measured,,,AMS,"Field number 165-324-1, bone frag with spiral breaks, ?15N 6.2","Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-97.95,29.91,,41HY188,UCIAMS-87940,"Unit 35, SE, Level 5",,bone ,Bison bison,1A,No,535,15,Corrected,535,15,-8.7,measured,,,AMS, ?15N 5.9,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,601464,3309115,14,NAD 83,Inland,CTx,3309115,601464,14,,
-98.21,26.08,"Garza Ranch, No. 1",41HG153,Beta-66449,"BHT 1993-1, 70-80 cm, charcoal", ,Charcoal, ,1A,No,540,190,Corrected,540,190,-26.6,Measured,560,190,AMS, ,"Boyd et al; 1994; Pharr-Reynosa International Bridge: Continued Archeological and Historical Research at El Capote Community, Hidalgo County, Texas; Reports of Investigations, Number 97; Prewitt and Associates, Inc.�",Boyd1994.pdf,579153,2884322,14,NAD 83,Riverine,TCP,2884322,579153,14,,
-95.07,29.74,Worthington Site,41HR124,Beta-29967,"Block 2/3, Zone 3", ,Charcoal, ,1A,No,540,70,Corrected,540,70,-25.7,Measured,550,70, , ,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",299826,3291355,15,NAD 83,Coastal,TCP,3291355,299826,15,,
-98.12,27.88,Clemente and Herminia Hinojosa Site,41JW8,UGa-4541,Feature 6, ,Charcoal,Wood Charcoal,1A,No,540,65,Corrected,540,65,0, ,525,65, , ,Wesnousky 1994, Evaluation of the Geologic Relations and Seismotectonic Stability of the Yucca Mountain Area Nevada Nuclear Waste Site Investigation (NNWSI),Wesnousky 1994.pdf,586704,3084625,14,NAD 83,Inland,TCP,3084625,586704,14,
-98.49,28.48,Choke Canyon,41MC222,TX-4694,"Lots 312, 341,  N102 E90, Level 4", ,Carbon sample, ,1A,No,540,60,Raw,0,0,0, ,540,60,Radiometric,MASCA correctedgiven as 560 BP,"Hall, Grant D., Hester, Thomas R., Black, Stephen L., 1986, The Prehistoric Sites at Choke Canyon Reservoir, Southern Texas: Results of Phase II Archaeological Investigations, Choke Canyon Series: Volume 10, Center for Archaeological Research, The Univer",Hall 1986,549898,3150000,14,NAD 83,Riverine,TCP,3150000,549898,14,,
-100.51,28.76, ,41MV120,Beta-104967,39. depth 7,Beta-104967,Charred material,Acacia Charcoal,1A,No,540,40,Corrected,540,40,-25,Measured,0,0,AMS, ,"Vierra, 1998; 41MV120: A Stratified Late Archaic Site in Maverick County, Texas.",Vierra 1998.pdf,352897,3181949,14,NAD 83,Inland,TCP,3181949,352897,14,,
-99.45,27.34,The Boiler Site,41WB557,Beta-149754,"Block North, Unit 104, Depth 0-10cmbs, Feature No. 21", ,BR Organics, ,1A,No,540,50,Corrected,540,50,-20,Measured,460,40,AMS,Catalog No. 1261-5-2a.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,455935,3024172,14,NAD 83,Inland,TCP,3024172,455935,14,,
-97.43,26.46, ,41WY50,TX-4256,Burial 1,Burial,Bone,Human,1B,Yes,540,110,Corrected,540,110,0, ,5568,0,Radiometic,Found in back of unrelated survey,"Day, Laurens-Day, and Prewitt; 1981; Cultural Resources Surveys and Assesments in Portions of Hildalgo and Willacy Counties, Texas;Reports of Investigations, Number 15; Prewitt and Associates, Inc.",Day1981.pdf,656222,2927080,14,NAD 83,Coastal,TCP,2927080,656222,14,,
-97.78,31.35,,41CV1365,BETA-119145,"Unit #1, Feature #3, Depth 40-50cm",BRMI,CHARCOAL,,1A,No,540,50,Corrected,540,50,-23.9,measured,,,AMS,,Fort Hood Database,,616100,3468536,14,NAD 83,Inland,CTx,3468536,616100,14,,
-101.61,30.72,Dunlap,41CX5,Tx-358,NE rim of feature 1,Midden,Charcoal,,1A,No,540,80,Corrected,540,80,,,,,,,"Valastro, S. Jr., 1968. University of Texas at Austin Radiocarbon Dates VI. Vol. 10, No. 2.",Valastro 1968,250086,3401422,14,NAD 83,Inland,CTx,3401422,250086,14,,
